x,y,r,b
2952.5,2493.0,4.609872341156006,68
2967.04541015625,2489.863525390625,2.1369428634643555,74
2958.5,2488.5,1.581238865852356,75
2993.34375,2489.4375,3.690908908843994,70
3008.5,2488.5,3.5356338024139404,65
2942.318115234375,2488.318115234375,4.047940731048584,69
2997.5,2486.5,2.9155757427215576,69
2984.5,2485.5,2.549609661102295,75
2917.5,2486.5,6.36406135559082,76
3012.53857421875,2484.423095703125,10.579706192016602,64
2990.5,2478.0,5.852449893951416,75
2925.5,2488.5,14.983424186706543,66
3017.4443359375,2476.27783203125,2.7584705352783203,70
3000.205810546875,2472.61767578125,4.833916187286377,66
2987.0,2469.5,2.061652660369873,68
2929.0,2469.0,2.2361679077148438,75
2923.0,2468.0,4.242740631103516,67
2934.89990234375,2465.10009765625,2.10258150100708,84
3002.0,2463.5,4.031229019165039,69
2907.5,2461.0,2.6926822662353516,72
2988.5,2462.5,5.147915363311768,78
2977.15869140625,2477.705078125,21.11892318725586,69
2965.166748046875,2458.5,1.9003138542175293,83
3003.75,2456.0,1.250100016593933,75
3019.21875,2462.109375,9.661417961120605,61
2991.0,2452.5,2.6926822662353516,77
2974.5,2451.5,1.581238865852356,70
3022.0,2454.5,5.590270042419434,74
3007.5,2449.5,3.5356338024139404,78
2983.0,2451.0,3.1623775959014893,75
2999.0,2447.5,2.061652660369873,81
2970.666748046875,2448.0,1.6667015552520752,78
2953.11767578125,2451.088134765625,5.002163887023926,68
2983.5,2446.0,1.1181340217590332,75
3002.5,2443.5,2.9155757427215576,68
3004.5,2441.5,1.581238865852356,75
2952.5,2444.0,5.500100135803223,68
2964.5,2444.5,10.12432861328125,71
2980.5,2436.0,7.500100135803223,81
3019.0,2433.0,5.000100135803223,69
2997.0,2430.5,1.8028756380081177,73
3005.0,2426.0,1.414313554763794,74
2977.0,2423.0,4.472236156463623,67
2987.0,2419.666748046875,1.6667015552520752,81
3005.5,2415.5,1.581238865852356,73
2929.0,2410.5,1.1181340217590332,72
2985.676513671875,2412.14697265625,10.088371276855469,59
2981.699951171875,2406.699951171875,1.838646650314331,72
3006.0,2404.0,2.0000998973846436,74
2998.699951171875,2404.699951171875,1.838646650314331,71
2987.5,2401.5,4.94984769821167,73
2956.230224609375,2412.71875,22.887065887451172,73
2931.0,2387.5,1.1181340217590332,79
3017.5,2396.5,11.85336971282959,84
2996.5,2385.0,1.1181340217590332,77
2975.5,2386.5,2.549609661102295,69
2936.5,2384.0,1.1181340217590332,74
2980.0,2382.5,5.590270042419434,65
3003.5,2385.5,11.068072319030762,80
2993.5,2387.0,14.705541610717773,69
3020.5,2378.5,5.147915363311768,72
3009.0,2360.5,14.080227851867676,80
2948.5,2358.5,1.581238865852356,69
3005.5,2355.5,1.581238865852356,74
3018.0,2356.0,3.0000998973846436,80
2994.5,2355.0,1.1181340217590332,74
2983.5,2356.0,2.061652660369873,72
2968.0,2352.25,1.250100016593933,75
3003.0,2351.5,2.5000998973846436,71
2961.5,2351.0,2.6926822662353516,81
2988.5,2350.0,4.609872341156006,72
2967.5,2344.5,1.581238865852356,76
2941.0,2354.0,12.206655502319336,77
2956.5,2344.5,5.700977325439453,74
3016.0,2343.0,5.099119663238525,72
3022.0,2337.5,1.8028756380081177,71
2995.5,2342.5,6.96429443359375,64
2950.166748046875,2337.166748046875,1.178496241569519,77
2968.5,2337.0,2.061652660369873,69
2959.0,2336.0,2.2361679077148438,73
2992.0,2333.0,2.0000998973846436,70
2978.5,2341.0,10.111974716186523,76
3011.5,2331.0,2.5000998973846436,76
3003.414306640625,2336.357177734375,12.182567596435547,70
2967.0,2325.5,1.1181340217590332,84
3016.5,2326.0,6.800835609436035,59
2959.5,2327.5,7.905794143676758,64
2952.0,2319.25,1.250100016593933,74
2974.0,2321.5,5.590270042419434,72
2995.5,2319.25,4.5070390701293945,78
2983.0,2325.0,10.198139190673828,74
3006.0,2319.0,7.211202621459961,78
2961.5,2317.5,7.905794143676758,73
2977.5,2311.5,1.581238865852356,72
2973.666748046875,2309.0,1.6667015552520752,73
2965.5,2309.0,2.5000998973846436,73
2983.0,2309.0,3.0000998973846436,77
2977.5,2304.0,1.1181340217590332,72
2961.0,2303.5,1.1181340217590332,69
3019.5,2309.5,7.648629188537598,67
2944.0,2303.5,2.6926822662353516,69
2929.5,2308.0,12.500100135803223,70
3018.0,2295.5,1.1181340217590332,65
2969.5,2298.5,5.522780418395996,72
2916.09375,2304.28125,12.969791412353516,73
2989.0,2300.5,11.715475082397461,69
2960.0,2294.5,1.8028756380081177,81
3020.60009765625,2288.0,2.6000096797943115,66
2992.428466796875,2285.571533203125,6.618093013763428,73
3002.0,2283.0,7.810349941253662,68
3016.5,2279.0,4.272101879119873,72
2995.5,2274.5,1.581238865852356,72
3018.0,2272.5,1.1181340217590332,80
2972.04541015625,2281.227294921875,10.075233459472656,79
2940.166748046875,2270.5,1.9003138542175293,78
3012.0,2267.25,1.250100016593933,79
2929.5,2267.5,1.581238865852356,73
2989.0,2266.5,5.590270042419434,69
3018.0,2261.5,1.1181340217590332,73
2911.5,2263.5,3.8079864978790283,75
3002.0,2261.0,4.472236156463623,71
3010.5,2259.0,2.061652660369873,76
2992.0,2257.0,2.2361679077148438,75
3001.0,2254.0,1.414313554763794,73
2975.0,2265.5,15.88248062133789,68
2933.199951171875,2260.5,8.00574016571045,64
3018.0,2249.5,2.5000998973846436,71
2992.0,2249.5,3.3542017936706543,70
2999.5,2246.5,1.581238865852356,73
2973.5,2247.5,2.549609661102295,72
2907.5,2247.0,2.061652660369873,70
2952.5,2259.5,15.890348434448242,75
2962.5,2242.0,4.031229019165039,72
2939.61767578125,2240.558837890625,4.651416301727295,68
3008.300048828125,2238.300048828125,1.8385138511657715,80
2908.0,2237.0,2.2361679077148438,78
3003.0,2237.5,4.609872341156006,72
2957.0,2233.5,1.1181340217590332,76
2933.0,2234.0,1.414313554763794,73
3014.25,2233.0,1.250100016593933,76
2974.901611328125,2236.450927734375,15.296125411987305,73
2920.0,2248.0,18.24838638305664,71
3020.0,2229.0,4.242740631103516,71
2997.5,2227.0,2.6926822662353516,79
3004.5,2222.5,1.581238865852356,85
2909.5,2227.0,6.800835609436035,79
3016.357177734375,2221.78564453125,1.8211168050765991,76
2867.5,2220.0,1.1181340217590332,72
2990.0,2220.5,5.2202534675598145,69
3007.0,2217.5,3.0414812564849854,72
2900.0,2217.0,2.2361679077148438,69
3016.0,2216.0,1.414313554763794,72
2891.75,2215.5,2.304986000061035,74
3014.0,2212.5,2.061652660369873,76
2841.0,2211.5,1.8028756380081177,78
2948.0,2210.5,1.8028756380081177,78
2960.5,2209.5,2.549609661102295,71
2892.78564453125,2209.21435546875,2.525575876235962,71
2926.083251953125,2208.0,3.083510398864746,75
2984.0869140625,2209.065185546875,5.001328945159912,71
2900.0,2207.5,3.3542017936706543,77
3009.5,2205.0,1.8028756380081177,70
2890.5,2205.5,1.581238865852356,76
2992.0,2204.5,2.061652660369873,78
2854.0,2204.0,1.414313554763794,84
3005.0,2201.0,3.1623775959014893,72
2919.5,2217.5,19.91240692138672,74
2902.0,2199.5,1.8028756380081177,73
2935.5,2205.5,8.860122680664062,68
2984.5,2197.5,1.581238865852356,69
2896.0,2194.5,1.1181340217590332,72
2958.046142578125,2214.895263671875,27.6919002532959,74
2926.5,2192.5,1.581238865852356,74
2978.0,2190.5,1.1181340217590332,70
2947.5,2194.5,4.743516445159912,66
2914.0,2195.0,9.486932754516602,76
2893.642822265625,2190.5,3.677142381668091,70
2935.5,2190.0,4.717090606689453,73
2881.5,2189.5,3.5356338024139404,81
3011.5,2193.5,8.860122680664062,62
2963.0,2190.5,8.321758270263672,75
2996.0,2189.5,7.159010887145996,73
2978.0,2184.666748046875,1.6667015552520752,78
2951.0,2184.333251953125,1.6667015552520752,85
2945.0,2184.5,3.5000998973846436,80
2910.5,2184.0,3.0414812564849854,77
2890.125,2183.75,3.365827798843384,69
2986.5,2182.0,2.061652660369873,71
2869.077880859375,2194.026611328125,29.038318634033203,70
3009.0,2171.0,2.2361679077148438,66
2924.5,2172.5,5.147915363311768,70
2931.5,2176.0,12.971221923828125,77
3020.5,2168.5,1.581238865852356,78
2992.0,2172.96435546875,7.03588342666626,69
2970.786865234375,2177.391357421875,12.801271438598633,70
3014.0,2163.5,3.0414812564849854,71
2903.333251953125,2157.0,1.666848063468933,80
2991.07568359375,2158.802978515625,4.3328328132629395,79
2956.5,2155.0,4.609872341156006,75
3001.894775390625,2154.342041015625,4.11954927444458,75
2937.10009765625,2166.89990234375,19.194355010986328,71
2922.5,2150.0,1.1181340217590332,73
2980.0,2150.0,5.099119663238525,70
2914.0,2154.5,9.013978004455566,74
2970.25,2146.875,3.365827798843384,79
2958.0,2145.5,4.031229019165039,70
2945.5,2147.0,6.576573371887207,69
2917.0,2145.5,2.6926822662353516,78
2903.27783203125,2140.72216796875,3.2212891578674316,72
2899.5,2139.0,1.1181340217590332,73
2991.0,2138.0,2.2361679077148438,77
2973.5,2138.0,1.1181340217590332,76
2984.21435546875,2137.642822265625,1.8211168050765991,66
2921.0,2138.0,2.2361679077148438,74
2947.78564453125,2136.78564453125,2.525575876235962,72
2934.772705078125,2142.772705078125,8.416178703308105,71
3017.0,2135.0,2.2361679077148438,71
3008.5,2136.0,4.272101879119873,66
2925.5,2132.5,1.581238865852356,75
2978.5,2132.5,3.5356338024139404,77
2968.5,2132.0,2.5000998973846436,76
3012.0,2129.5,1.1181340217590332,76
2987.5,2132.0,4.031229019165039,70
2908.37451171875,2134.490966796875,10.01412582397461,56
3022.5,2125.0,2.061652660369873,76
2969.5,2123.5,1.581238865852356,76
2990.0,2123.0,2.8285269737243652,71
2869.5,2121.0,1.1181340217590332,73
2993.0,2120.0,1.414313554763794,74
2979.5,2119.5,1.581238865852356,77
2948.0859375,2125.69921875,10.519250869750977,72
2962.0,2117.0,3.0000998973846436,77
3018.5,2116.5,2.12142014503479,72
2959.5,2112.0,1.1181340217590332,73
2943.300048828125,2112.699951171875,1.8385138511657715,69
2925.142822265625,2118.142822265625,9.237383842468262,72
2950.0,2111.0,3.1623775959014893,73
3000.5,2114.0,6.18475866317749,74
2941.5,2106.5,2.12142014503479,76
2865.0,2107.5,5.590270042419434,78
3014.5,2105.0,1.1181340217590332,74
2990.0,2107.0,4.123205661773682,78
2931.5,2103.0,1.1181340217590332,79
2976.0,2101.0,1.414313554763794,78
3020.0,2102.0,3.1623775959014893,77
3006.0,2105.0,6.708303928375244,76
2965.0,2101.0,2.2361679077148438,74
2925.5,2104.5,6.041623115539551,73
2908.730712890625,2099.96142578125,3.0505831241607666,71
2985.75,2095.0,1.250100016593933,70
2928.5,2095.5,1.581238865852356,73
2992.5,2095.0,2.061652660369873,80
2955.0,2097.0,4.472236156463623,83
2893.087646484375,2113.397216796875,24.140838623046875,57
2974.833251953125,2091.833251953125,1.1787033081054688,75
2963.5,2090.0,1.1181340217590332,75
2979.0,2087.0,2.0000998973846436,67
2918.0,2094.5,7.566473007202148,78
3001.5,2086.5,1.581238865852356,73
3018.0,2086.0,1.414313554763794,77
2963.0,2085.5,1.500100016593933,77
2997.0,2083.5,1.8028756380081177,75
3009.5,2087.0,6.946321964263916,75
2965.78564453125,2076.78564453125,2.525575876235962,74
2915.5,2079.5,4.743516445159912,68
2995.0,2074.5,2.061652660369873,71
2925.5,2080.5,6.96429443359375,71
2921.0,2075.5,1.8028756380081177,73
3016.5,2076.0,3.3542017936706543,78
2944.6552734375,2079.1796875,6.3976359367370605,67
2981.833251953125,2069.166748046875,1.1787033081054688,78
2941.0,2069.5,1.8028756380081177,73
2893.671875,2078.890625,20.270790100097656,71
2969.5,2064.5,2.549609661102295,80
2949.5,2066.5,3.8079864978790283,73
2917.0,2067.0,5.099119663238525,75
3012.5,2059.5,3.5356338024139404,73
2867.0,2061.0,5.831051826477051,74
2947.0,2057.5,3.6401548385620117,71
3022.5,2051.5,2.549609661102295,71
2958.711669921875,2050.22265625,10.78134536743164,64
2990.0,2047.0,2.2361679077148438,69
2919.348388671875,2062.5,19.178977966308594,71
2872.5,2054.5,10.12432861328125,69
2866.5,2044.0,1.8028756380081177,78
3006.78564453125,2043.2142333984375,2.525517225265503,71
2913.5,2040.5,2.12142014503479,75
2889.375,2040.5625,3.668482542037964,75
3005.5,2035.5,1.581238865852356,74
2957.0,2037.5,2.6926822662353516,78
2997.5,2034.0,1.8028756380081177,79
2935.5,2042.0,11.280613899230957,73
3022.0,2031.0,1.414313554763794,76
2950.0,2030.0,1.414313554763794,75
2968.10009765625,2028.0999755859375,2.1024017333984375,74
2958.5,2029.0,4.609872341156006,71
2944.5,2029.7857666015625,7.231740951538086,69
2901.0,2026.0,5.385264873504639,78
2980.0,2022.5,1.1181340217590332,73
2914.5,2025.0,4.609872341156006,72
2898.0,2020.5,2.061652660369873,70
2935.388916015625,2024.611083984375,5.624690055847168,73
2910.0,2017.0,2.2361679077148438,77
2999.300048828125,2015.300048828125,1.8385138511657715,68
2903.0,2016.0,2.8285269737243652,75
2940.5,2015.300048828125,2.746046781539917,68
2911.0,2010.0,3.1623775959014893,70
2948.0,2012.5,4.924529075622559,67
2920.5,2021.5,17.7342472076416,66
2885.5,2037.0,30.516489028930664,66
3004.5,2010.0,3.3542017936706543,74
2970.0,2010.0,3.1623775959014893,70
2946.5,2004.0,1.8028756380081177,78
2907.0,2005.0,2.8285269737243652,77
2894.5,2005.300048828125,2.746046781539917,72
2890.0,2002.75,1.250100016593933,74
2929.0,2001.5,1.1181340217590332,77
2937.5,1999.5,2.12142014503479,70
2993.0,1998.0,1.414313554763794,74
2877.0,2001.0,5.000100135803223,69
2868.5,2003.5,7.382511615753174,82
3010.5,1996.0,1.500100016593933,75
2966.71044921875,1997.7105712890625,6.8102617263793945,77
2931.5,1992.0,3.6401548385620117,73
2901.5,1996.0,5.590270042419434,77
2976.0,1991.0,1.414313554763794,72
2910.5,1995.0,5.315173149108887,70
2854.800048828125,1996.199951171875,8.881473541259766,73
2835.833251953125,1990.1666259765625,1.1786861419677734,74
3022.5,1988.0,1.1181340217590332,83
2874.125,1991.0,6.206195831298828,73
2864.5,1987.5,1.581238865852356,73
2933.5,1986.0,3.3542017936706543,77
2923.25,1985.0,2.0156643390655518,80
2834.5,1988.0,5.4084272384643555,66
3009.5,1982.5,3.5356338024139404,72
2993.833251953125,1981.8333740234375,1.1786861419677734,72
2953.0,1980.5,2.061652660369873,75
2989.0,1979.5,1.1181340217590332,75
2838.5,1980.5,1.581238865852356,67
2890.5,1988.547607421875,10.559575080871582,67
2907.0,1979.0,6.324655532836914,72
2791.0,1978.0,2.2361679077148438,77
2922.0,1976.5,1.8028756380081177,78
2935.0,1973.5,2.6926822662353516,78
2942.5,1972.5,2.9155757427215576,70
2928.5,1969.5,1.581238865852356,75
2799.0,1977.0,9.434081077575684,71
2861.010009765625,1977.6141357421875,11.027301788330078,70
2812.5,1970.5,3.8079864978790283,68
2927.0,1965.0,2.2361679077148438,77
2893.0,1975.5,21.28976821899414,65
2956.0,1962.5,1.8028756380081177,82
2889.0,1963.0,2.2361679077148438,76
2963.5,1962.0,2.061652660369873,68
2899.5,1961.0,1.1181340217590332,72
2864.5,1961.0,3.6401548385620117,68
2853.5,1965.0,5.2202534675598145,68
2988.0,1960.0,1.414313554763794,73
2895.5,1960.5,1.581238865852356,73
2996.5,1959.5,1.581238865852356,79
2940.5,1958.5,4.301262855529785,68
3017.5,1953.5,1.581238865852356,76
2956.5,1954.5,2.12142014503479,84
2899.5,1951.5,1.581238865852356,69
2918.5,1951.0,1.1181340217590332,71
2935.0,1950.5,1.8028756380081177,75
2890.5,1950.0,2.061652660369873,75
2878.0,1959.5,14.603181838989258,78
2839.5,1953.0,5.590270042419434,77
2960.0,1948.0,2.2361679077148438,76
2847.5,1949.5,3.8079864978790283,71
2979.0,1948.5,4.031229019165039,64
2993.0,1945.0,1.414313554763794,75
2911.5,1947.5,5.147915363311768,92
2838.5,1944.5,2.12142014503479,73
2866.5,1946.5,5.700977325439453,74
2858.5,1947.5,6.041623115539551,73
3004.0,1940.5,1.1181340217590332,77
2885.5,1942.0,3.201662063598633,77
2980.75,1939.0,1.250100016593933,71
2965.0,1939.5,2.061652660369873,83
2922.5,1943.0,5.2202534675598145,70
2892.0,1941.0,3.1623775959014893,67
2954.5,1933.0,2.6926822662353516,73
2903.0,1933.5,2.5000998973846436,78
2979.5,1932.0,1.1181340217590332,75
2970.5,1935.5,4.527792930603027,74
2937.5,1931.5,5.700977325439453,70
2856.166748046875,1930.8333740234375,1.1785825490951538,77
2771.5,1931.5,3.8079864978790283,84
2910.5,1928.0,2.061652660369873,67
2923.0,1928.5,4.609872341156006,73
2766.166748046875,1925.1666259765625,1.1785825490951538,77
2879.0,1924.5,1.8028756380081177,82
2870.095703125,1935.6436767578125,13.29052448272705,76
2905.5,1922.0,1.1181340217590332,77
2948.0,1921.5,2.061652660369873,73
2884.5,1925.5,5.700977325439453,82
2914.5,1922.0,3.0414812564849854,69
2840.5,1921.5,2.549609661102295,83
2896.5,1927.0,9.013978004455566,68
2959.5,1919.0,2.5000998973846436,75
2941.5,1919.5,2.549609661102295,71
2870.0,1918.0,1.414313554763794,75
2859.310302734375,1921.7930908203125,4.84255838394165,76
2901.21435546875,1916.2142333984375,2.5254690647125244,73
2833.0,1916.0,3.1623775959014893,83
2963.5,1914.5,1.581238865852356,74
2953.96142578125,1914.269287109375,3.0505831241607666,73
2882.0,1913.0,2.2361679077148438,70
2926.5,1915.0,5.02503776550293,67
2975.0,1911.5,3.6401548385620117,73
2945.5,1912.5,4.743516445159912,71
2907.95458984375,1909.9090576171875,3.091296672821045,70
2917.0,1907.5,2.6926822662353516,73
2934.5,1906.5,2.549609661102295,76
2873.5,1904.5,1.581238865852356,74
2991.5,1902.0,4.609872341156006,73
2892.0,1904.5,3.5000998973846436,73
2898.5,1901.0,1.8028756380081177,81
2889.5,1899.0,1.1181340217590332,77
2947.0,1897.5,1.1181340217590332,74
2934.0,1898.5,2.5000998973846436,71
2758.5,1899.0,5.852449893951416,72
2769.5,1895.5,1.581238865852356,76
3010.0,1894.0,1.414313554763794,75
2799.0,1896.5714111328125,3.571545124053955,79
2916.0,1893.5,3.3542017936706543,87
2882.0,1891.0,14.14223575592041,66
2909.5,1889.5,2.9155757427215576,68
2762.5,1889.5,3.5356338024139404,66
2960.0,1887.5,1.8028756380081177,65
2926.5,1888.0,5.4084272384643555,75
2993.5,1886.0,3.6401548385620117,72
2866.0,1886.5,2.6926822662353516,68
2906.5,1883.5,2.9155757427215576,72
2887.0,1882.5,2.061652660369873,77
2972.21435546875,1882.357177734375,1.8211168050765991,76
2898.0,1883.0,2.2361679077148438,73
2876.5,1881.0,4.031229019165039,74
2747.0,1881.0,3.6056511402130127,85
3003.5,1876.0,1.1181340217590332,77
2903.0,1875.5,1.1181340217590332,78
2989.0,1873.0,2.2361679077148438,69
2917.0,1873.0,2.2361679077148438,73
2961.0,1873.0,2.8285269737243652,72
2868.5,1876.5,5.700977325439453,56
2892.743896484375,1873.280517578125,4.62222146987915,74
2914.0,1876.5,16.37843894958496,63
2968.0,1866.5,2.5000998973846436,76
2946.546630859375,1869.8953857421875,4.925736904144287,83
2985.0,1867.0,3.1623775959014893,76
2908.0,1863.0,2.2361679077148438,73
2903.5,1862.5,1.581238865852356,73
2849.72216796875,1863.27783203125,3.2214407920837402,69
2894.5,1863.5,4.301262855529785,77
2984.5,1859.0,3.201662063598633,76
2876.5,1862.5,7.106435298919678,76
2911.0,1858.5,7.017934322357178,70
2836.0,1858.125,2.1250998973846436,72
2920.5,1856.0,1.1181340217590332,76
2958.0,1854.5,2.061652660369873,72
2950.0,1855.0,3.1623775959014893,74
2879.5,1855.5,1.581238865852356,71
2889.21435546875,1855.2142333984375,2.5254690647125244,76
2902.5,1854.0,3.6401548385620117,68
2848.0,1856.5,8.381627082824707,74
2861.0,1853.5,2.6926822662353516,70
2926.0,1851.5,1.8028756380081177,70
3001.5,1849.5,5.147915363311768,66
2849.0,1849.0,2.0000998973846436,79
2812.201416015625,1853.4415283203125,8.032546043395996,70
2949.0,1847.0,1.000100016593933,77
2984.0,1846.3333740234375,1.6667993068695068,78
2888.0,1845.5,3.0414812564849854,70
2964.5,1845.0,2.5000998973846436,71
2926.5,1843.0,1.1181340217590332,73
2861.0,1844.0,3.1623775959014893,78
2959.5,1840.0,1.1181340217590332,73
2909.5,1844.5,6.96429443359375,74
2896.5,1841.5,3.8079864978790283,71
2980.5,1838.5,2.12142014503479,69
2946.5,1840.5,4.301262855529785,78
